ID,Name,Energy,Loudness,Speechiness,Instrumentalness,Type,time_signature
0q1rGHsLzGNwzwxGrg99ji,RideTheWave,0.108,-19.663,0.0348,0.873,audio_features,4
5N69GHuuvue74rYozPlBJ2,VillaBorghese,0.124,-22.35,0.0383,0.97,audio_features,4
5L2jMp3gRxs9mswgoeT4ZL,BreathYourselfBacktoLife,0.109,-20.717,0.0353,0.913,audio_features,3
4pRiULkvghCp6XM3U5t2d8,TwoSoon,0.068,-20.915,0.0401,0.908,audio_features,4
2l6cdCbfZ4l9LZMKjepbS2,Waiting,0.166,-19.151,0.0379,0.792,audio_features,4
3xeXkQ3g2J1kBo5ex8uM2H,PeacefulMemories,0.0641,-20.318,0.0359,0.747,audio_features,3
07CcNtxvGbffdU6wrwmqKq,Sphere,0.0971,-16.226,0.0337,0.951,audio_features,4
0tgMoWV59lNPjuenr5mqvt,Sunrise,0.0953,-19.637,0.0396,0.875,audio_features,5
4YykWH4RXegyeyM5bMiUwU,Sabin,0.217,-18.102,0.0721,0.923,audio_features,3
2kYi4RwuTernByCJR6D4e1,Monita,0.0664,-24.621,0.0452,0.868,audio_features,3
7uTmy9bindpm5YqE8sFFuj,MorningRises,0.0832,-26.206,0.041,0.956,audio_features,3
32v9PZV2VYOQhjPzrPN4F2,FallingAsleep,0.195,-16.783,0.0374,0.95,audio_features,5
2EhQpaTMan09dipG4EKvBF,BreatheWithMe,0.0699,-24.068,0.0351,0.951,audio_features,3
5Lb49aaOwrA5OCWz2yVZQp,NightInBurma,0.0259,-33.405,0.0393,0.811,audio_features,3
6BOEwn9UtUVaZm6EebzRBF,Offline,0.194,-16.81,0.0318,0.819,audio_features,3
40f4bFrEnG7TBLD7FFRqQj,Farewell,0.0264,-29.093,0.0422,0.813,audio_features,4
1G4dhCPvgYsb1PrLH14O0i,DiasExtrañas,0.0121,-25.318,0.0389,0.928,audio_features,5
5KZVYoYeck4Hq0wzc7ugZ2,Myth,0.158,-22.165,0.0341,0.933,audio_features,4
6vAnTETYw4spEU2Y8ijQWr,CloserStill,0.134,-20.677,0.0322,0.913,audio_features,3
6suztd9mfqJl9EjcwDnbEX,TheHighlands,0.0599,-21.571,0.0354,0.937,audio_features,3
199TOFLcLwoW2knx6OTC0l,LostintheClouds,0.0276,-24.866,0.0424,0.911,audio_features,4
4RMgzYCf07RYgUaZ3RLCck,Iceskating,0.0929,-21.351,0.0399,0.913,audio_features,3
5JhX0HXEPEBpMlDajptYH9,PeacefulSunsetSounds,0.411,-10.245,0.0366,0.847,audio_features,4
6zGa01yOSfcEAiVFrUZLGn,OkuNoIn,0.259,-16.564,0.0346,0.916,audio_features,4
20Kk94l5SrhVXAZnDGqmyx,OneGo,0.124,-19.872,0.0357,0.927,audio_features,4
2TcvA5WlWyZdLMdQrX05LG,BreathingStar,0.163,-23.56,0.0377,0.888,audio_features,3
4W61oaNtycPaiiDzDtQfOC,SpaceExplorer,0.213,-21.359,0.0456,0.919,audio_features,4
5NDD7Jm4K3s1U9IcDfbgBa,Dreamers,0.0582,-22.831,0.0339,0.858,audio_features,4
1GUdCZLL5KxqpaaB5MtMma,Gloss,0.249,-19.253,0.053,0.861,audio_features,4
7xD5j8ZCGDAPTTH5EfAVRf,Relaxation,0.0197,-21.443,0.0353,0.889,audio_features,4
20W2GxM3MViB7WvJVzPXIZ,DreamerLounge,0.117,-14.144,0.0344,0.882,audio_features,1
1uDuGxGnwMiFYiId1CdlYs,NextToMe-AndTheStars,0.319,-17.626,0.0409,0.911,audio_features,5
7ke9vQCAYUbCQ6Bo3BxqIV,CherryBlossom,0.152,-22.086,0.0328,0.745,audio_features,3
3KN3YtptG4i5pyXfpFU2RS,AbaloneCove,0.0924,-24.656,0.0404,0.888,audio_features,5
7GQaHwqLdjIh0dYNFUtATd,Marathon,0.119,-20.934,0.0424,0.915,audio_features,4
6fbSvTPTnaUbMmrhMOZ4w2,BeStill,0.397,-13.175,0.0366,0.866,audio_features,4
1WNpkU19TejvSj3XmTl3Xf,PureLove,0.0743,-23.065,0.0286,0.902,audio_features,4
2iOeUalTtkixjGZbwkEiGd,Monmartre,0.133,-20.567,0.111,0.924,audio_features,3
10hnf3EVrq4xdt0ahFtRAk,3Gymnopédies:1.Lentetdouloureux,0.0285,-34.835,0.0794,0.959,audio_features,4
048o35tQQ7UzsXhargOg58,Tapestry,0.141,-18.752,0.0508,0.947,audio_features,3
4Ecy1lYwxeNCJEoSFWhEO0,Line,0.0067,-24.644,0.0471,0.926,audio_features,4
4piid7tPoN2WkIqAxathMC,CosmicAwareness,0.139,-22.174,0.0371,0.937,audio_features,4
1lQeTYzW563fYgjtA28464,DaydreamInSilver,0.0465,-22.26,0.0306,0.963,audio_features,4
6PnaH2MuhcqRxXQe7UNQRX,OceanPark,0.149,-21.233,0.0364,0.937,audio_features,4
1Naf16ekAHVTzYhhxoZCnQ,Phenomena,0.0422,-24.499,0.0444,0.959,audio_features,4
4Dj3FMZMMBXCxNkJ25o2Ta,HongKongSkyline,0.171,-27.129,0.0355,0.966,audio_features,4
5XVqnvkjy17OD3i3WaoXnl,StayLoGetGo-AmbientSpaMix,0.247,-18.425,0.0346,0.861,audio_features,4
5498QvGnwpoaGd6wM0MFuN,MorningWalk,0.017,-31.65,0.0384,0.788,audio_features,4
21TG8QkajgXY6rWjIK5dFO,StGermain54,0.0443,-24.841,0.0415,0.915,audio_features,4
35D8XnBAgGbRzSiHhAzgxE,PortsofCall,0.0442,-23.59,0.0332,0.928,audio_features,5
3lHMjgITe0bwhIm65A7wA6,PlaceDauphine,0.202,-18.591,0.0382,0.941,audio_features,3
07Nh0xvmo9b32APyAzbD2e,WalkingAway,0.116,-20.806,0.0387,0.914,audio_features,4
2IbOMyObpd2vXMQSNrV3kP,LandOfEternalSpring,0.129,-19.656,0.0337,0.882,audio_features,3
4Oq5aPBtJiMu6h85JhMWQD,HollywoodSky,0.176,-23.843,0.0413,0.975,audio_features,4
1dWxSS2a93X4XVfs1mSYkB,Bluebird,0.111,-20.606,0.0353,0.898,audio_features,3
3WDjj4qNiMlArMHZFt9WyQ,Perfect,0.19,-15.628,0.0639,0.907,audio_features,3
70SEaZTmoHrxBoz62c6lhu,InMyBlood/SwanLake,0.528,-9.412,0.0322,0.85,audio_features,4
2kyEgPaAW8wdpvevPnkf0Z,AveMaria,0.0195,-29.76,0.0445,0.888,audio_features,3
06MWWxWRuBtYxcJP71tN0q,Comptined\unautreété:L\après-midi,0.062,-27.905,0.0439,0.931,audio_features,4
28g4E4TTsknsARmsO5A5S4,DewandSpiderwebs,0.218,-18.843,0.0323,0.869,audio_features,4
2mRzR5As98D4UWLIH3v5Rl,Waterfalls,0.252,-14.994,0.0336,0.949,audio_features,4
4yvZmwaE0RUvcD1aCXzM9M,Órói,0.123,-26.343,0.0371,0.9,audio_features,3
76vpjsz9JbD4qsSyVScMDq,Flicker,0.0579,-16.665,0.0414,0.748,audio_features,3
5I893Y0mB5DDezEbJQSRGs,Halo,0.122,-18.079,0.04,0.924,audio_features,4
0Pgkq5UtJgK1dG0dvIN0Fv,ChiNoOto(SoloPianoVersion),0.0756,-21.777,0.0396,0.933,audio_features,4
7eL7yfCL9hs0mAW6B5Rfmg,Ró,0.015,-31.658,0.0422,0.87,audio_features,4
6ljcjizmdPBfA8ltCtpqzb,Curious,0.0229,-22.241,0.0477,0.911,audio_features,3
6KOBMsYaTl9ehUTF3NcX3c,MayitBe,0.274,-14.759,0.046,0.882,audio_features,4
3IXGkfKL3hFA7GZ2S5p0HQ,MemoriesofaPromenadeII,0.0212,-34.496,0.0416,0.894,audio_features,4
0E0xI4AgMNU7UkwBt3FCVN,AThousandYears,0.217,-13.464,0.0386,0.892,audio_features,3
6388HGab7WTMCCJYYtHQ2z,Moments,0.0452,-27.344,0.0446,0.936,audio_features,3
17kTjPCSx2WsrWDuvvUDt8,LaValsed\Amélie,0.0833,-25.533,0.0488,0.915,audio_features,3
34AKDbfFkFbpLHO74EyV8T,In,0.0172,-26.724,0.0439,0.904,audio_features,4
6YsT9qiuma7Va2plkkjSw1,AnotherHike,0.324,-16.532,0.0393,0.854,audio_features,4
7vuj72WTNRJfNaOBU4dTh1,GymnopédieNo.1:Lentetdouloureux,0.00236,-35.495,0.0794,0.932,audio_features,4
0z3SZVPIfl1TGHpyyye6oi,Entr\acte-Valse,0.034,-32.991,0.0475,0.204,audio_features,3
3Jj5Jho1NVrUXi9j6Nunf1,AMillionDreams,0.211,-19.529,0.0425,0.916,audio_features,4
6bpsmIyYGFBkNYooj595ji,Exhale,0.142,-19.339,0.0415,0.895,audio_features,4
1RhNCsoel7Tz5VQm8t6qo2,Charlotte\sDaydream,0.155,-17.951,0.036,0.929,audio_features,4
1WSwBOF7SM9LwM9nx2LWVw,AllinthePast,0.0239,-26.397,0.0561,0.362,audio_features,4
0mH9l3C0C3WTV4AhusmsMy,AtLast,0.13,-18.939,0.0396,0.947,audio_features,1
3LQwGnHo2iHiRGbLl5aPXQ,Bluebird(SoloPianoVersion),0.105,-22.523,0.0476,0.892,audio_features,3
56NPOuOGTYiLKGhuC8CNRJ,Of,0.0303,-26.407,0.0415,0.928,audio_features,3
2OT0D7g8Y0CotmE5DYcbvy,GreyLight,0.0225,-20.961,0.0569,0.908,audio_features,4
1y2VTYeE7Glc4UQF9kvuzj,MoonRiver,0.248,-14.361,0.0456,0.929,audio_features,3
2pjVc5p0WErAQX26ogtYdQ,ImpromptuV,0.0156,-31.633,0.045,0.949,audio_features,4
3aiEQFwGBPX7tfvyx7L7ys,Full,0.0201,-25.857,0.0344,0.873,audio_features,1
0eN0X7wnKFSHGk1YVowa48,WokeUpWandering,0.103,-21.921,0.0551,0.942,audio_features,3
3xr8COed4nPPn6XWZ0iCGr,RiverFlowsinYou,0.292,-19.285,0.0541,0.978,audio_features,4
1UACBciJIALcsix15WJ7Vc,Cavalleriarusticana:Intermezzo,0.146,-21.009,0.0385,0.842,audio_features,1
6wUznuTYOoSU8KGZ6CVGMA,\Emily\\\sRoomSweetandBitter-Re-RecordedVersion\,0.00802,-28.629,0.051,0.829,audio_features,3
1uC8D2peyTZAL8NjfnBj1D,WithOrWithoutYou,0.184,-11.3,0.037,0.859,audio_features,4
4zCied5aTF214M3Ly2kw7G,AMinorStory,0.206,-16.771,0.0336,0.894,audio_features,4
37VCPePaHSM2GxHWEt6ffp,Fly,0.124,-16.713,0.032,0.927,audio_features,4
6dkiVnH6l01dOmxIHzW3bg,LetHerGo,0.185,-16.786,0.0459,0.942,audio_features,4
2XIiIZQnNV1ss0t9N5v4Hi,MoonRiver,0.11,-22.459,0.0446,0.825,audio_features,5
7s5P5uFz2xEukDvMJ1xSEg,AllofMe,0.0775,-20.061,0.0455,0.95,audio_features,4
6t52BHKOeX3os9AxPqET1R,Salvation,0.215,-17.233,0.036,0.935,audio_features,4
4qto2kJITIHyE086P4WtkU,KisstheRain,0.0958,-18.457,0.0542,0.872,audio_features,4
5fGDVELBhwGGXgfsaJiWgD,\UnamelodiadiGluckTheTherapyRoom-Re-RecordedVersion\,0.0137,-29.383,0.0542,0.916,audio_features,3
41ep17sTXJZNalfNbLQ048,HideandSeek,0.193,-23.194,0.0398,0.816,audio_features,4
5pZ8NKmr5yKc78NrxhEyVR,SuiteforVarietyOrchestra:Waltz2(Arr.for12Cellos),0.0703,-21.879,0.0323,0.938,audio_features,4
7gzsp9dv8bKRq8gnK6NzmS,PremièreGymnopédie,0.00808,-35.85,0.0939,0.922,audio_features,4
1W7s5YCGMVFoznpLdnAfy5,Faded,0.0651,-18.343,0.0541,0.933,audio_features,4
3FvgjfERD2q146UmzjNTc4,BringHimHome,0.0892,-17.934,0.0385,0.892,audio_features,4
2zlfbhaKlYE45y5LyJawmh,Reborn,0.165,-19.028,0.0317,0.947,audio_features,4
6cHA8D6uwwAGqOYxzUiv9v,TearsInHeaven,0.0478,-19.97,0.0586,0.937,audio_features,4
3UbkxJ0T9beSr82DPrQizX,Snow,0.0167,-30.526,0.0393,0.801,audio_features,3
6VMLTjHtZc6QPt0RcWPUOJ,Hurt,0.208,-12.478,0.0398,0.906,audio_features,4
6fA0ItjPMuHOlmkeVpwU2w,GnossienneNo.1,0.00579,-31.615,0.0576,0.944,audio_features,4
6R4Btdwl7xTsxquilaVkIw,SomeoneLikeYou,0.112,-16.315,0.0442,0.925,audio_features,4
24zx9El6ngLPt6F4igcrbH,IWillAlwaysLoveYou,0.0121,-20.516,0.0606,0.932,audio_features,4
4TgnE8P8swQ0QwN9CPsVAQ,TheNights,0.0792,-19.404,0.0296,0.91,audio_features,3
1Zv6RyHM08gyC4qvOlCZUL,Duetramonti,0.0319,-30.624,0.0603,0.928,audio_features,4
77nRDRPHDWe6h8DiujshtU,TheRose,0.0704,-17.239,0.0658,0.939,audio_features,4
0K9XD6kV0t9JTbk5w5TdUX,SunsetMonet,0.169,-21.761,0.0367,0.936,audio_features,3
3ZHydjpcOhKsqBFpt4y8PI,MyHeartWillGoOn,0.111,-18.401,0.0575,0.935,audio_features,4
19blFYzqmPj7FtW7W4DFEl,StuffWeDid,0.00484,-34.393,0.0421,0.17,audio_features,3
7iocNjLrxPHLl8njgRlv5U,MarriedLife,0.074,-21.124,0.0461,0.648,audio_features,3
0AGAl2fZLAoGxGd5dO77Cp,RatatouilleMainTheme,0.119,-13.628,0.0375,0.935,audio_features,3
7ydHahFaKhpnL3viZbiLBs,SupremeSupreme,0.263,-15.564,0.0404,0.906,audio_features,3
5AsmeWsYI1Rhp3MpuXff8T,TimeCapsule,0.124,-19.185,0.0375,0.938,audio_features,3
41QkDHww7mB9DLG7tfXqBf,Currents,0.209,-20.682,0.037,0.932,audio_features,3
1c786KLSeDW3fHuPSqFmwq,Candlelight,0.044,-22.19,0.0338,0.882,audio_features,4
5PzpWLDQpCDbDoAUoOSEA9,Krimml,0.0796,-29.826,0.0356,0.907,audio_features,3
1KDfFZ1wUutcQzjP4Kunlf,Stillness,0.0214,-21.895,0.0438,0.907,audio_features,4
57sHNMHulRToWES6HjmRt3,InDepth,0.0496,-20.423,0.0417,0.938,audio_features,4
6sOV4Dt9wD0z4qm3bJ59r0,Blueprint-ChiheiHatakeyamaRemix,0.0233,-30.277,0.0466,0.89,audio_features,4
0LlhBg900NlgkgjkR43lAb,Travelling,0.0681,-30.39,0.0414,0.875,audio_features,4
7mfSOzKqf8kU8BpKpJgxfV,HeadingtoDreamland,0.0665,-22.56,0.0343,0.798,audio_features,4
4sTsiGcuUPNo0lHPPJLgPF,ForNatalia,0.00478,-25.937,0.0414,0.899,audio_features,3
6q7PqQj2bLTHqzrEtp9667,EasternAve,0.137,-28.961,0.0419,0.912,audio_features,4
65MvT5DpR8Ng2TaVwqTUUJ,Together,0.0124,-27.625,0.0439,0.913,audio_features,3
5gpreZZy9LgW7J6KMsOXGZ,Graceland(SoloPianoVersion),0.167,-22.685,0.0501,0.909,audio_features,4
0s2jjOlZlDUPBaE5vcRUth,PictographCave,0.139,-19.998,0.0363,0.918,audio_features,4
4BNRQsgCmMBfBkUccphlvh,Mute,0.0314,-29.702,0.0466,0.95,audio_features,4
0ujnS6FxELI2JLmKUdXCmE,ForTheLonely,0.0148,-26.343,0.0408,0.896,audio_features,3
3UNtOP5bXJgEeX0hiq2XOr,LaSieste,0.00938,-23.844,0.04,0.917,audio_features,3
2V05EBMc4ha7pcX0L8sUGQ,Contigo,0.0559,-33.45,0.0541,0.926,audio_features,5
5HtNchuXMxdn1WwTiSn3e4,Dearest,0.0495,-26.908,0.041,0.903,audio_features,4
2pOOyxfeqh4VeIlUTBUiZs,BackAgain,0.0328,-24.893,0.0406,0.946,audio_features,4
0qpU5vjgNyjemD1TYkjsvb,FullCircle,0.0497,-21.47,0.0496,0.888,audio_features,4
0bdxImMcssPWtrdEMtZ2ne,Fryderyk,0.0121,-26.091,0.0386,0.949,audio_features,4
4NZHsghf318mTxu5vpQGjV,HeartsRelease,0.0149,-29.176,0.0763,0.963,audio_features,4
6O9DqLMSYDGb6MwioqbZvn,ReachTogether,0.0809,-22.044,0.035,0.899,audio_features,3
0kgi95Ty4SbmM0iaYeLFUj,hesitate,0.1,-25.295,0.0581,0.962,audio_features,5
5k5X8MjoqIMA8LY82n3KQA,LadderToTheSky,0.0411,-22.845,0.0366,0.878,audio_features,3
0fHESBSGpScr0FzBRvpevh,Dreams,0.0371,-24.913,0.0437,0.941,audio_features,4
4mG5vvPjfIDI7eBlF9cOZo,Springtime,0.227,-17.965,0.0445,0.912,audio_features,4
5MUzmgUlU8fggw7d07tejE,DistantMemory,0.0659,-24.579,0.0595,0.968,audio_features,4
6hOdLn3DOcJphmbPoroqKO,IfThisWereADream,0.103,-18.143,0.0424,0.948,audio_features,3
6HHUpjVKqoWUXFfx82hDZ8,Noctilucent,0.00618,-29.967,0.0486,0.947,audio_features,5
1uRUjH4BCJkeukCWsaOHiV,WhatTheWindsBring(Hushed),0.0586,-28.298,0.0299,0.902,audio_features,3
5mt6Xbt94Onn5cPB2p8bYw,LeyLine,0.0189,-28.509,0.0365,0.946,audio_features,4
5dXgKb6akuvEsRw3vQQ8hI,Rise,0.144,-20.528,0.0338,0.945,audio_features,4
6xKyB5Uxig9AEsJbmfm5ck,EmpireSounds-StringQuartetVersion,0.176,-17.07,0.0369,0.862,audio_features,4
6L2mlmW9Xvfsvq7T33XLak,Capricorne,0.0694,-28.571,0.0386,0.86,audio_features,4
5lAVbiDTiQpafjEkotS5Pa,AllTooWell,0.0607,-23.089,0.057,0.957,audio_features,4
4o3AgZxc5VHVEzKdj67tXi,Moulain,0.262,-25.917,0.0358,0.877,audio_features,1
4AdW6H4Hi4InYnmTdcPPuF,Intonation,0.0744,-21.558,0.0411,0.851,audio_features,3
78RM0i7bQfNqrv4aWCsLcq,AxiomofChoice,0.183,-23.637,0.0531,0.945,audio_features,4
4uMWWRI92wwNn2YPDK3rP1,LittleStar,0.0362,-19.152,0.0403,0.926,audio_features,4
4h71NBVJnJLwvKGRAGwneU,2004,0.121,-27.464,0.0405,0.902,audio_features,4
42e3pGDgXyjG5fMDmptd3Q,LikePearlsonaString,0.216,-20.153,0.0406,0.927,audio_features,3
2i9iQ0D1IdNeeRfh4XeQlO,Lumina,0.0579,-23.008,0.0393,0.977,audio_features,4
2ZamhGWLnVS4DxDlxcLhE7,MaxfieldAveBlues,0.294,-10.477,0.119,0.552,audio_features,4
3qGA34Wh1FNA1SYeRnpLNV,RememberWhen,0.129,-18.538,0.0482,0.94,audio_features,4
2iQdBYBPtXKJS0rUEfHy5U,thecovenant,0.0576,-22.415,0.0313,0.941,audio_features,3
0Lmwg8Fu6dKh6Yzg0ngvvN,Rebirth,0.043,-26.103,0.04,0.888,audio_features,3
6G4yLaHt7KfJaG2Yl1jycC,Flying,0.214,-21.023,0.042,0.816,audio_features,4
1fTb1auxqq8Eprf1cvmHLJ,Silueta,0.438,-19.303,0.0656,0.969,audio_features,4
0Y0Oh3Jn3qvfQnWmomYopS,reflection,0.00196,-29.628,0.0559,0.942,audio_features,3
0HZTUspfKfTQfn0d1vqQQu,CountyK,0.273,-20.075,0.0531,0.912,audio_features,4
7CaXhxVGnSDWHpjjBJL98h,915,0.0138,-18.498,0.0513,0.966,audio_features,4
0VvyWhjBLXzzZQs6R6T5Ht,Drown,0.0351,-24.369,0.0429,0.893,audio_features,4
1VUMTkbvdJfu9Ki98Q1bmF,SkiesandOpenings,0.202,-17.66,0.0439,0.915,audio_features,3
3pMlpvdQOgp4adrRhZ9SQl,EtaCarinae,0.0173,-30.766,0.0503,0.895,audio_features,5
4HjZewwUgzYCiWORvS1L4r,Ghibli,0.525,-10.939,0.0325,0.917,audio_features,4
7oryQhaHoU4ngYDF9HRgdq,AvesenelCielo(GuitarandCello),0.52,-10.213,0.0467,0.872,audio_features,4
4tbBWuDhOrDJwObv4VCrHx,kagamino,0.0123,-29.713,0.0371,0.89,audio_features,3
3RNqW1Qjx6gCPSTVu5yTLi,Lavieenrose-Instrumental,0.282,-9.236,0.0335,0.904,audio_features,5
0cWkqkhhx0Ky5QiahR82WU,Sunne,0.0737,-28.685,0.0355,0.872,audio_features,4
3UM0EGGZHsLMkVTlW6maxb,IWillMissTheseMomentsHoweverMuchTheyMisstheMark,0.497,-8.748,0.0282,0.611,audio_features,4
68F74716C5uWjVzNJE5C8Y,GiftofVine,0.114,-15.876,0.0353,0.905,audio_features,4
2PuvzOYK7y40Az0MbRaXlp,OneMillionStars,0.0686,-21.587,0.0873,0.93,audio_features,4
1mXslczGbitoyLlp12P6TI,ImagineParis,0.0316,-26.15,0.0495,0.965,audio_features,4
47SJIHUBfKr48f8Q33xnX6,WhentheSeaLetsGo,0.0979,-21.41,0.0405,0.896,audio_features,4
3rQpXHNrCGHcVc7Z7bkbdL,Rain,0.184,-21.804,0.0484,0.888,audio_features,4
5EvXqspp6LSd8XHKQmATNG,TwoHearts,0.0432,-18.801,0.0411,0.763,audio_features,4
0fzGNejcYxnGTID5m49T66,YourHandInMine,0.117,-23.116,0.0344,0.303,audio_features,3
6IvDp2TekJx1685xLWVnfx,Photographs,0.0999,-21.317,0.0405,0.928,audio_features,4
6IjOLmZNjZTrZS7pzP9Snr,SourceofBlue,0.0178,-22.522,0.0434,0.94,audio_features,5
33v5Sfxp2hpRDvsLW6YFeQ,AWalktoParadise,0.0142,-30.205,0.0447,0.894,audio_features,4
5WBH0KEVIoK9glAEMg2W1G,JustBeforeYouLeave,0.089,-24.261,0.0447,0.874,audio_features,4
7mj7sAc2iEivaWryKDeS8f,AstheSunRises,0.529,-10.956,0.031,0.219,audio_features,4
4zA4yVKRnkjctUoNti7cIH,FirstLight,0.323,-20.311,0.0437,0.99,audio_features,4
5gzu8vRnTA8aGeUFt6MR5F,Fallin\Leaves,0.402,-16.18,0.0695,0.895,audio_features,3
6gbte9uduL5IcaRVH59oTX,Orion,0.29,-16.806,0.0403,0.874,audio_features,1
6avkn4fajNmtZBFI45F9LM,Xompulse,0.000376,-25.701,0.064,0.968,audio_features,5
6RGivSrcKqD0QZPNvwatbO,EverybodyWantstoRuletheWorld,0.129,-19.235,0.0397,0.906,audio_features,3
4C4U7A5QoBUrl12lb7pHzz,Lesabledoré,0.0837,-20.739,0.0461,0.934,audio_features,3
2OhAH8pTJf889dO6njsPO4,Lesabledoré,0.0837,-20.739,0.0461,0.934,audio_features,3
49FOFRbgOaG3KlioPYWGJx,SlippingonaMemory,0.177,-23.515,0.0442,0.909,audio_features,3
5vbEcES96yPN1l6q0teh3f,Nightfall,0.278,-16.859,0.0343,0.939,audio_features,3
5vfj0HtHOmeEvMZw0FU446,Found,0.329,-15.898,0.0338,0.898,audio_features,4
36JNm9xijrcwlLUap5YuWs,Love\sGrove,0.0355,-25.927,0.0366,0.829,audio_features,3
36kFxRqbOkk7lZwySyOgtr,RainbowHill,0.11,-25.066,0.0775,0.916,audio_features,4
21jAaw6itbfJhplfh7rR8G,TheKiteFlyer,0.121,-22.742,0.046,0.859,audio_features,4
5NX408YcluBnoS2SIDzRpJ,Gabriel,0.225,-18.6,0.056,0.932,audio_features,4
5GU8B7IpBowo5qQq022Wd8,Butterfly,0.105,-24.718,0.0465,0.866,audio_features,3
38MneH8G5gAvpIw5hf1gJG,Fairytale,0.257,-17.298,0.0281,0.00392,audio_features,4
2dwsXLjoEtmMUCygN04Six,Tiptoed(PianoVersion),0.469,-17.739,0.0303,0.844,audio_features,4
0Njb8x2iVNt49cWcjPj7Oi,TheStarsAbove,0.00353,-28.085,0.0412,0.864,audio_features,4
1UN0XtBz5Bowb5DAzqvc3k,Moonbeams,0.00608,-27.67,0.0466,0.939,audio_features,4
6voL9sPUVvzylpL1R4aUu4,RisingSun,0.187,-22.246,0.0562,0.917,audio_features,3
478xbRCAdfTCgsYK6RPK4U,GentleBreeze,0.0799,-25.215,0.0422,0.925,audio_features,4
7pDeMurZyR6EPazoIPiMQO,Night,0.00545,-26.715,0.0431,0.946,audio_features,4
7m7u5fXiR5PPbJmUsVec6y,Genesis01,0.291,-14.436,0.923,3.88E-06,audio_features,3
08u2mz5eCmaR73LAG2pbgs,Genesis02,0.277,-15.256,0.886,1.04E-06,audio_features,4
1OmH3BcFvU19eIi0kLouuY,Genesis03,0.263,-14.51,0.915,0,audio_features,3
11Re2gR9GG9qOkASwp3833,Genesis04,0.257,-14.305,0.939,0,audio_features,4
6woiI3jbZrgQAahZd1018i,Genesis05,0.238,-14.084,0.892,0,audio_features,3
5y2yQvlFKUPcp4RTAVnjrO,Genesis06,0.245,-14.183,0.943,0,audio_features,4
0Iv550uflsaeMWT7foQV5B,Genesis07,0.237,-15.678,0.952,0,audio_features,1
4zbv0JXYMAjUVmOKDyvpYl,Genesis08,0.21,-15.543,0.937,0,audio_features,4
7JEv6ggIuO9ZVwYs8gHnur,Genesis09,0.244,-14.87,0.917,0,audio_features,4
0nPOtZmEnFto0xd99Ej5fg,Genesis10,0.169,-14.462,0.601,0,audio_features,4
4YEFmlItcu8H2DbR8JGJsf,Genesis11,0.255,-14.657,0.812,0,audio_features,3
6KE4zW8S7D0SJ78AO5KUS3,Genesis12,0.186,-15.253,0.931,0,audio_features,4
3h349sEhkQ3TQwFc3G3Ppc,Genesis13,0.187,-15.332,0.946,0,audio_features,3
2sDmSywkfKqQV1im8spy0a,Genesis14,0.2,-14.625,0.909,0,audio_features,4
4mF1e3EMZeFDSy5QKxn2Nx,Genesis15,0.213,-14.878,0.871,0,audio_features,4
5zwkpjfWtFukh9zhGqVnSq,Genesis16,0.186,-14.762,0.747,0,audio_features,3
2yUukVVWsqnKCspUBAvJnp,Genesis17,0.264,-13.751,0.888,0,audio_features,3
0gQ2hTu0n5Me4LpSuG2Y5q,Genesis18,0.229,-14.186,0.942,0,audio_features,3
7IHiVm1OOjNbrh6AodqroO,Genesis19,0.247,-13.95,0.883,0,audio_features,3
0fwX1I5AwgjMUUMs4xna5G,Genesis20,0.197,-14.543,0.881,0,audio_features,5
6p63IIDiMT0VAktvv69Co4,Genesis21,0.211,-15.694,0.931,0,audio_features,4
5ygD09HJPKEOuOn7JsfON6,Genesis22,0.237,-14.023,0.905,0,audio_features,3
0B4TuEHKnYir8udWbykS7a,Genesis23,0.221,-14.628,0.809,0,audio_features,3
5QqYebImBOOAtjz3LgPHXO,Genesis24,0.23,-14.483,0.852,0,audio_features,3
1s16kA7RtWnqNchoLt6ZKI,Genesis25,0.24,-14.331,0.916,0,audio_features,3
6GY1KDIJDwnfFQwmNXEFCa,Genesis26,0.279,-14.32,0.922,0,audio_features,3
45EYla5Zf8lzAkJXa6c6Fa,Genesis27,0.205,-14.069,0.908,0,audio_features,5
78akLESoq88SZMUeA4Sgyu,Genesis28,0.192,-15.584,0.798,0,audio_features,4
2ArRcrdSfcXcjhb9R5X2AC,Genesis29,0.188,-16.268,0.867,1.30E-06,audio_features,3
4qXEmSlwdjKtzKRu1ZwFIU,Genesis30,0.209,-15.234,0.933,0,audio_features,3
5mTPM1U6qkzWCG2VSUZcs0,Genesis31,0.269,-13.96,0.933,0,audio_features,4
1380HYtwy7md62GFACzqWi,Genesis32,0.24,-14.547,0.945,0,audio_features,4
0aZq2F2GbgTbVmcbV6Pgur,Genesis33,0.243,-14.407,0.899,0,audio_features,5
5EYu4qkxdmvlzPmJm0V61h,Genesis34,0.26,-14.719,0.878,0,audio_features,5
4UdmfiGypaZ4pHQBsaTBju,Genesis35,0.178,-15.196,0.929,0,audio_features,4
3v8hSuvkyHQGf3ZUiEEQtz,Genesis36,0.172,-14.632,0.872,0,audio_features,3
7sILrSURiGeTrJyVjl1ZkB,Genesis37,0.202,-14.795,0.807,0,audio_features,3
0fGQ44P6B0lcCm2l0aHVr5,Genesis38,0.195,-15.04,0.905,0,audio_features,4
